timestamp,temperature,humidity,light_intensity,co2_concentration,soil_moisture,soil_temperature
2024-12-15 04:22:00,11.12,78.63,0.0,473.75,59.59,6.66
2024-12-15 04:24:00,11.66,81.27,0.0,465.91,59.17,6.76
2024-12-15 04:26:00,10.35,84.03,0.0,424.59,60.06,6.66
2024-12-15 04:28:00,10.66,82.87,0.0,451.39,57.33,6.06
2024-12-15 04:30:00,10.79,85.42,0.0,474.44,57.38,6.73
2024-12-15 04:32:00,10.74,85.11,0.0,442.82,59.56,6.44
2024-12-15 04:34:00,11.65,79.84,0.0,420.15,60.03,6.32
2024-12-15 04:36:00,10.37,90.93,0.0,428.09,59.74,6.44
2024-12-15 04:38:00,11.85,80.82,0.0,464.46,59.98,6.71
2024-12-15 04:40:00,10.46,83.73,0.0,443.09,62.55,6.08
2024-12-15 04:42:00,11.18,88.95,0.0,415.86,58.35,6.0
2024-12-15 04:44:00,12.3,79.6,0.0,454.33,57.94,6.36
2024-12-15 04:46:00,10.92,82.34,0.0,447.38,61.03,6.03
2024-12-15 04:48:00,11.15,81.94,0.0,445.55,60.63,6.69
2024-12-15 04:50:00,10.94,84.03,0.0,456.83,57.58,6.3
2024-12-15 04:52:00,11.39,84.32,0.0,455.14,58.03,6.79
2024-12-15 04:54:00,11.88,80.19,0.0,408.85,60.63,6.75
2024-12-15 04:56:00,11.92,77.07,0.0,479.68,60.84,6.28
2024-12-15 04:58:00,12.41,83.04,0.0,450.05,60.18,6.84
2024-12-15 05:00:00,11.01,92.28,0.0,439.21,59.16,6.27
2024-12-15 05:02:00,11.62,92.31,0.0,446.97,61.39,6.44
2024-12-15 05:04:00,13.67,93.17,0.0,418.63,57.55,6.9
2024-12-15 05:06:00,11.85,87.32,0.0,411.74,62.2,6.47
2024-12-15 05:08:00,12.54,87.71,0.0,414.73,62.74,6.75
2024-12-15 05:10:00,11.58,97.61,0.0,454.52,56.61,6.45
2024-12-15 05:12:00,12.11,94.29,0.0,448.56,65.11,6.86
2024-12-15 05:14:00,11.77,87.01,0.0,437.15,59.92,6.0
2024-12-15 05:16:00,10.81,91.25,0.0,462.72,60.04,6.31
2024-12-15 05:18:00,12.01,94.03,0.0,453.38,57.36,6.74
2024-12-15 05:20:00,13.39,89.87,0.0,444.97,56.66,6.79
2024-12-15 05:22:00,12.68,87.67,0.0,447.92,62.33,7.43
2024-12-15 05:24:00,13.13,87.71,0.0,410.0,60.15,6.73
2024-12-15 05:26:00,12.73,91.14,0.0,462.16,60.22,6.43
2024-12-15 05:28:00,12.95,92.58,0.0,450.4,60.44,6.58
2024-12-15 05:30:00,12.15,86.02,0.0,419.62,59.77,6.36
2024-12-15 05:32:00,14.26,92.73,0.0,432.85,62.63,7.11
2024-12-15 05:34:00,12.59,93.27,0.0,462.64,59.86,7.28
2024-12-15 05:36:00,13.05,86.05,0.0,479.96,58.48,6.83
2024-12-15 05:38:00,11.7,94.13,0.0,456.94,63.68,6.1
2024-12-15 05:40:00,12.79,93.89,0.0,408.46,60.24,6.73
2024-12-15 05:42:00,13.25,84.75,0.0,452.51,56.53,6.66
2024-12-15 05:44:00,12.98,95.92,0.0,482.25,62.61,6.42
2024-12-15 05:46:00,12.94,88.79,0.0,452.99,59.14,6.11
2024-12-15 05:48:00,13.24,87.67,0.0,424.83,60.48,6.72
2024-12-15 05:50:00,13.7,91.23,0.0,423.85,60.17,7.23
2024-12-15 05:52:00,13.26,94.15,0.0,455.45,60.93,6.8
2024-12-15 05:54:00,13.61,88.88,0.0,463.1,57.27,6.54
2024-12-15 05:56:00,13.1,85.2,0.0,453.13,62.71,6.56
2024-12-15 05:58:00,13.63,92.39,0.0,441.53,61.94,7.02
2024-12-15 06:00:00,15.27,76.83,1129.45,362.16,61.76,6.83
2024-12-15 06:02:00,14.44,68.01,0,444.8,72.46,7.41
2024-12-15 06:04:00,15.8,73.44,677.37,423.08,66.64,7.44
2024-12-15 06:06:00,14.57,75.12,0,443.71,65.79,7.51
2024-12-15 06:08:00,15.47,68.78,3674.12,321.59,68.11,7.25
2024-12-15 06:10:00,14.4,69.18,1397.09,372.56,67.58,7.01
2024-12-15 06:12:00,15.5,71.77,0,436.44,63.77,8.01
2024-12-15 06:14:00,14.75,72.44,3820.91,300,65.85,7.51
2024-12-15 06:16:00,15.42,70.48,0,447.96,65.5,7.33
2024-12-15 06:18:00,14.76,69.98,2150.3,349.9,71.13,7.08
2024-12-15 06:20:00,15.74,70.4,2372.5,334.76,70.13,7.7
2024-12-15 06:22:00,15.78,75.21,12466.43,300,67.78,7.51
2024-12-15 06:24:00,15.28,74.06,11772.93,300,66.97,7.65
2024-12-15 06:26:00,14.63,73.03,8263.38,300,65.32,7.21
2024-12-15 06:28:00,15.3,72.03,9704.61,300,67.29,6.77
2024-12-15 06:30:00,15.3,81.8,1868.18,375.32,67.19,7.59
2024-12-15 06:32:00,15.46,71.11,0,433.48,72.09,7.24
2024-12-15 06:34:00,17.28,74.25,9717.01,300,71.71,7.86
2024-12-15 06:36:00,16.55,71.63,2056.89,360.79,67.93,7.71
2024-12-15 06:38:00,14.78,70.68,10404.99,300,70.7,6.58
2024-12-15 06:40:00,15.88,70.63,11007.26,300,63.4,7.74
2024-12-15 06:42:00,15.78,77.53,10357.72,300,72.35,7.72
2024-12-15 06:44:00,16.34,74.72,7161.22,300,68.84,7.49
2024-12-15 06:46:00,14.43,73.64,16622.54,300,67.13,7.21
2024-12-15 06:48:00,16.95,70.1,16126.34,300,70.04,7.82
2024-12-15 06:50:00,16.61,75.12,4364.26,300,67.94,7.71
2024-12-15 06:52:00,15.62,77.78,17127.19,300,64.72,7.54
2024-12-15 06:54:00,16.85,75.06,16424.44,300,64.12,7.97
2024-12-15 06:56:00,15.86,76.5,6362.16,300,67.43,7.04
2024-12-15 06:58:00,16.42,69.81,15641.73,300,73.06,7.69
2024-12-15 07:00:00,17.35,76.58,19627.7,300,67.66,8.81
2024-12-15 07:02:00,16.79,76.46,12763.84,300,71.06,7.63
2024-12-15 07:04:00,18.28,73.19,8124.64,300,67.3,8.31
2024-12-15 07:06:00,16.82,74.5,13964.31,300,65.57,7.72
2024-12-15 07:08:00,18.17,69.54,17323.19,300,63.45,8.67
2024-12-15 07:10:00,17.36,74.77,9513.72,300,62.67,8.15
2024-12-15 07:12:00,16.87,74.26,9690.21,300,66.49,8.5
2024-12-15 07:14:00,16.53,74.86,12564.26,300,70.07,8.17
2024-12-15 07:16:00,17.24,73.94,15908.97,300,67.99,8.3
2024-12-15 07:18:00,19.23,74.68,15594.83,300,62.74,8.93
2024-12-15 07:20:00,18.24,71.61,17172.54,300,66.66,8.73
2024-12-15 07:22:00,18.05,68.14,13691.42,300,68.34,8.26
2024-12-15 07:24:00,16.89,74.36,15521.84,300,69.0,7.89
2024-12-15 07:26:00,17.81,73.73,12762.69,300,67.84,8.69
2024-12-15 07:28:00,17.48,71.89,15032.09,300,65.76,8.62
2024-12-15 07:30:00,18.52,72.61,9950.71,300,62.88,8.68
2024-12-15 07:32:00,18.61,72.95,12475.08,300,66.02,8.66
2024-12-15 07:34:00,17.03,66.27,10669.64,300,70.81,8.1
2024-12-15 07:36:00,18.76,71.73,16971.04,300,68.43,8.57
2024-12-15 07:38:00,18.05,74.37,22376.02,300,69.19,8.87
2024-12-15 07:40:00,19.75,68.1,24313.83,300,68.19,8.92
2024-12-15 07:42:00,18.18,71.51,16284.26,300,70.9,8.62
2024-12-15 07:44:00,17.72,73.22,19480.05,300,70.33,8.7
2024-12-15 07:46:00,17.89,74.17,23250.38,300,70.52,8.38
2024-12-15 07:48:00,18.16,82.04,25123.91,300,66.91,8.7
2024-12-15 07:50:00,19.99,74.74,12551.99,300,69.91,9.23
2024-12-15 07:52:00,18.47,71.22,23503.78,300,63.28,9.16
2024-12-15 07:54:00,18.08,69.62,26890.23,300,66.75,8.82
2024-12-15 07:56:00,18.74,71.8,24782.47,300,70.78,9.5
2024-12-15 07:58:00,18.18,68.45,21330.04,300,69.99,8.41
2024-12-15 08:00:00,19.39,66.89,14340.22,300,67.09,9.34
2024-12-15 08:02:00,18.06,63.32,16754.28,300,61.03,8.24
2024-12-15 08:04:00,18.73,59.08,28722.94,300,59.18,8.94
2024-12-15 08:06:00,18.93,59.07,22919.73,300,57.37,9.15
2024-12-15 08:08:00,18.48,59.37,27777.38,300,57.15,9.12
2024-12-15 08:10:00,19.12,57.0,19767.13,300,56.34,9.15
2024-12-15 08:12:00,18.83,62.84,32358.54,300,58.7,8.69
2024-12-15 08:14:00,18.78,61.68,28859.9,300,56.81,9.21
2024-12-15 08:16:00,19.51,56.51,28304.61,300,62.41,9.93
2024-12-15 08:18:00,18.04,59.35,16364.9,300,56.89,8.9
2024-12-15 08:20:00,19.95,58.26,17968.28,300,62.53,9.74
2024-12-15 08:22:00,20.52,57.54,23567.04,300,63.75,9.66
2024-12-15 08:24:00,18.87,57.63,22227.13,300,60.98,9.28
2024-12-15 08:26:00,19.24,62.97,21868.9,300,60.76,9.39
2024-12-15 08:28:00,20.06,65.82,18270.28,300,57.57,9.44
2024-12-15 08:30:00,18.75,54.46,39307.03,300,57.71,9.44
2024-12-15 08:32:00,19.38,65.49,26892.0,300,61.75,9.06
2024-12-15 08:34:00,20.06,58.42,26918.46,300,61.07,8.88
2024-12-15 08:36:00,19.29,54.67,23380.95,300,60.7,9.11
2024-12-15 08:38:00,20.44,53.06,17905.64,300,59.06,9.84
2024-12-15 08:40:00,20.46,58.0,31050.25,300,60.2,9.89
2024-12-15 08:42:00,21.45,59.92,29031.61,300,59.61,10.18
2024-12-15 08:44:00,20.96,60.04,24519.74,300,58.73,9.95
2024-12-15 08:46:00,20.9,58.99,34479.51,300,59.12,10.6
2024-12-15 08:48:00,20.48,59.56,26081.87,300,64.41,10.12
2024-12-15 08:50:00,21.76,59.07,22958.6,300,60.33,10.25
2024-12-15 08:52:00,20.38,64.06,34016.72,300,58.18,9.7
2024-12-15 08:54:00,20.59,51.28,28686.52,300,60.82,9.83
2024-12-15 08:56:00,21.83,58.63,26993.27,300,58.44,10.9
2024-12-15 08:58:00,21.3,60.64,33648.39,300,60.59,10.52
2024-12-15 09:00:00,21.34,56.9,27110.95,300,61.01,10.21
2024-12-15 09:02:00,21.15,58.49,27248.45,300,57.92,10.13
2024-12-15 09:04:00,21.43,56.19,37004.6,300,60.28,10.09
2024-12-15 09:06:00,21.38,56.39,27822.85,300,62.32,10.46
2024-12-15 09:08:00,22.24,59.79,35625.16,300,55.81,10.95
2024-12-15 09:10:00,21.6,58.0,31489.64,300,59.95,10.96
2024-12-15 09:12:00,22.02,59.21,22103.38,300,59.41,10.53
2024-12-15 09:14:00,21.58,65.24,33907.28,300,58.51,10.76
2024-12-15 09:16:00,21.43,57.51,26727.04,300,59.05,10.3
2024-12-15 09:18:00,23.0,57.96,31606.82,300,58.34,11.16
2024-12-15 09:20:00,20.95,57.55,41487.37,300,62.79,10.33
2024-12-15 09:22:00,21.45,54.55,30206.92,300,56.57,11.22
2024-12-15 09:24:00,22.63,59.34,37965.54,300,59.69,11.6
2024-12-15 09:26:00,23.42,59.83,39954.69,300,61.08,11.26
2024-12-15 09:28:00,20.14,58.61,31172.63,300,63.21,10.23
2024-12-15 09:30:00,21.88,62.4,30433.95,300,56.99,10.41
2024-12-15 09:32:00,21.57,58.3,30962.18,300,61.87,10.95
2024-12-15 09:34:00,21.98,56.31,31758.0,300,60.83,11.03
2024-12-15 09:36:00,21.76,60.62,33173.28,300,63.98,11.28
2024-12-15 09:38:00,22.09,59.05,38889.86,300,61.01,11.56
2024-12-15 09:40:00,22.91,56.23,32728.76,300,56.12,11.68
2024-12-15 09:42:00,21.97,59.08,32648.65,300,66.57,11.8
2024-12-15 09:44:00,23.3,53.03,37019.91,300,57.16,11.72
2024-12-15 09:46:00,22.35,59.84,46185.65,300,62.32,11.34
2024-12-15 09:48:00,21.31,60.34,38182.15,300,57.08,11.35
2024-12-15 09:50:00,23.01,58.31,36764.25,300,62.66,11.42
2024-12-15 09:52:00,22.48,60.42,36125.36,300,60.45,11.51
2024-12-15 09:54:00,21.3,56.28,41044.67,300,61.88,11.02
2024-12-15 09:56:00,23.17,52.5,38614.14,300,53.56,12.13
2024-12-15 09:58:00,23.0,58.36,24375.89,300,60.9,11.14
2024-12-15 10:00:00,22.84,59.89,36343.31,300,61.49,11.86
2024-12-15 10:02:00,22.76,56.96,42490.84,300,59.24,11.57
2024-12-15 10:04:00,22.69,52.11,40690.37,300,60.17,11.21
2024-12-15 10:06:00,23.88,58.83,35873.07,300,62.12,12.17
2024-12-15 10:08:00,24.13,52.9,36920.18,300,60.01,12.18
2024-12-15 10:10:00,21.57,60.64,25131.4,300,59.94,11.04
2024-12-15 10:12:00,24.42,53.74,32551.19,300,59.83,12.4
2024-12-15 10:14:00,23.63,59.56,35469.19,300,57.07,12.62
2024-12-15 10:16:00,24.55,59.16,38331.84,300,62.51,12.84
2024-12-15 10:18:00,23.99,55.87,45385.37,300,60.35,12.64
2024-12-15 10:20:00,24.47,49.68,33715.03,300,60.05,13.26
2024-12-15 10:22:00,22.85,54.37,38274.52,300,61.89,12.23
2024-12-15 10:24:00,24.84,58.56,32822.98,300,61.29,13.12
2024-12-15 10:26:00,23.93,59.41,38891.68,300,64.24,12.38
2024-12-15 10:28:00,22.95,53.78,47403.17,300,61.9,11.79
2024-12-15 10:30:00,23.85,55.79,39525.49,300,60.46,12.15
2024-12-15 10:32:00,23.3,63.26,34986.0,300,59.05,12.08
2024-12-15 10:34:00,24.83,59.53,45397.19,300,59.51,12.53
2024-12-15 10:36:00,23.67,53.1,45458.43,300,58.03,13.21
2024-12-15 10:38:00,25.3,56.43,47311.9,300,58.28,13.04
2024-12-15 10:40:00,23.2,58.69,39452.0,300,60.84,12.62
2024-12-15 10:42:00,24.65,57.76,37321.76,300,58.9,12.81
2024-12-15 10:44:00,24.11,53.94,44275.07,300,60.57,12.78
2024-12-15 10:46:00,24.62,55.91,50801.36,300,61.74,13.8
2024-12-15 10:48:00,23.68,57.24,41300.17,300,60.47,13.39
2024-12-15 10:50:00,23.24,60.11,43957.05,300,61.59,12.86
2024-12-15 10:52:00,24.7,58.85,35563.07,300,58.88,13.08
2024-12-15 10:54:00,23.96,53.1,50171.86,300,61.66,12.98
2024-12-15 10:56:00,23.23,59.41,35632.6,300,63.92,12.93
2024-12-15 10:58:00,23.24,61.98,40302.05,300,61.5,13.04
2024-12-15 11:00:00,25.32,57.74,49393.83,300,53.83,13.3
2024-12-15 11:02:00,22.74,56.26,38698.82,300,61.04,12.38
2024-12-15 11:04:00,25.64,56.89,43671.7,300,58.66,13.46
2024-12-15 11:06:00,25.06,49.28,48014.6,300,58.26,13.41
2024-12-15 11:08:00,23.48,56.04,41285.12,300,61.55,12.99
2024-12-15 11:10:00,25.48,58.3,42067.0,300,59.94,13.97
2024-12-15 11:12:00,24.84,53.04,36890.06,300,60.96,13.14
2024-12-15 11:14:00,23.59,59.87,41052.17,300,60.66,13.22
2024-12-15 11:16:00,26.99,54.68,50224.08,300,59.35,14.18
2024-12-15 11:18:00,25.25,57.15,42181.75,300,58.25,14.2
2024-12-15 11:20:00,24.75,61.56,33250.97,300,62.23,13.43
2024-12-15 11:22:00,24.55,61.79,39694.41,300,58.97,13.62
2024-12-15 11:24:00,24.65,51.15,40507.34,300,59.75,13.97
2024-12-15 11:26:00,26.42,48.67,34528.91,300,52.96,14.1
2024-12-15 11:28:00,25.17,56.7,39839.81,300,59.88,14.47
2024-12-15 11:30:00,25.2,48.88,41268.41,300,59.99,13.97
2024-12-15 11:32:00,26.13,50.69,40813.68,300,60.74,14.3
2024-12-15 11:34:00,25.4,59.54,42642.97,300,58.54,15.04
2024-12-15 11:36:00,25.59,52.69,38901.56,300,61.72,14.4
2024-12-15 11:38:00,25.02,57.88,45260.34,300,63.52,13.88
2024-12-15 11:40:00,26.5,56.55,47482.47,300,56.72,14.24
2024-12-15 11:42:00,25.89,56.09,44523.07,300,63.03,14.73
2024-12-15 11:44:00,27.31,56.95,38174.2,300,63.58,14.87
2024-12-15 11:46:00,25.66,57.59,36808.31,300,63.11,13.96
2024-12-15 11:48:00,25.34,48.02,46481.54,300,58.98,14.38
2024-12-15 11:50:00,25.27,51.9,42431.04,300,62.11,14.18
2024-12-15 11:52:00,25.32,54.33,59643.74,300,58.16,13.9
2024-12-15 11:54:00,26.71,60.05,40737.22,300,59.76,14.08
2024-12-15 11:56:00,25.6,53.11,52561.12,300,56.99,15.27
2024-12-15 11:58:00,25.53,51.88,38319.26,300,63.7,14.81
2024-12-15 12:00:00,24.83,60.49,35539.88,300,55.1,14.51
2024-12-15 12:02:00,25.5,54.14,30999.31,300,54.3,14.63
2024-12-15 12:04:00,25.29,51.3,31907.55,300,55.59,14.62
2024-12-15 12:06:00,25.93,55.4,39002.93,300,50.2,14.6
2024-12-15 12:08:00,26.46,55.28,42775.23,300,55.8,15.0
2024-12-15 12:10:00,24.73,55.52,40345.94,300,53.76,14.68
2024-12-15 12:12:00,25.67,54.2,48976.59,300,55.3,14.75
2024-12-15 12:14:00,26.32,54.8,44663.23,300,61.25,15.18
2024-12-15 12:16:00,27.06,51.53,39101.36,300,53.67,15.67
2024-12-15 12:18:00,24.67,54.11,43332.86,300,54.37,14.52
2024-12-15 12:20:00,26.39,61.47,39451.76,300,54.94,15.01
2024-12-15 12:22:00,26.11,56.72,44893.27,300,51.62,15.2
2024-12-15 12:24:00,26.41,55.18,47894.69,300,56.76,15.48
2024-12-15 12:26:00,26.48,56.5,41843.3,300,54.35,15.7
2024-12-15 12:28:00,25.11,58.47,56027.11,300,55.35,15.35
2024-12-15 12:30:00,26.97,51.11,44099.02,300,48.78,15.5
2024-12-15 12:32:00,24.98,56.65,38330.14,300,49.86,14.89
2024-12-15 12:34:00,27.18,55.3,41045.45,300,54.86,15.94
2024-12-15 12:36:00,26.13,51.53,41757.55,300,54.74,15.12
2024-12-15 12:38:00,26.67,55.17,36201.58,300,55.44,15.59
2024-12-15 12:40:00,26.49,53.8,35901.08,300,56.81,15.64
2024-12-15 12:42:00,27.94,56.85,40015.87,300,51.92,16.13
2024-12-15 12:44:00,26.98,56.59,50375.78,300,54.96,16.14
2024-12-15 12:46:00,26.36,57.39,52258.56,300,54.19,15.85
2024-12-15 12:48:00,25.67,57.13,47087.01,300,51.29,15.39
